brood_year,river,species,area,spawners,returns,recruits,survival,lice,return_year,lice_year,r,year,popn,year_re,area_re,b_i_vals,epsilon,c,survival_temp
1954,TANKEEAH RIVER,PKE,7,3500,9432.95011623119,7973.03069063488,0.8233017143383994,0,1956,1955,1.0501684526021728,1954,TANKEEAH RIVER,0.40847607215249193,-0.45550425378247883,-2.463371013811294e-4,1.5307803739667842,1,1.6717407901050172
1954,TOM BAY CREEK,PKE,7,400,1078.05144185499,3417.01315312923,2.1450575543207178,0,1956,1955,1.0501684526021728,1954,TOM BAY CREEK,0.40847607215249193,-0.45550425378247883,-7.27102836939185e-4,1.4042662621223239,1,2.1165653983188357
1954,NAMELESS CREEK,PKE,7,6500,17518.3359301436,17085.0657656462,0.9664025579790744,0,1956,1955,1.0501684526021728,1954,NAMELESS CREEK,0.40847607215249193,-0.45550425378247883,-3.614154315537771e-5,0.06950134492396479,1,0.8377215853861956
1954,SALMON BAY CREEK,PKE,7,30000,80853.8581391245,79730.3069063488,0.9774523941656575,0,1956,1955,1.0501684526021728,1954,SALMON BAY CREEK,0.40847607215249193,-0.45550425378247883,-4.631029146290937e-5,-1.9238564132267777,1,-2.310024886141873
1954,HIRD POINT CREEK,PKE,7,1500,4042.69290695623,3417.01315312923,0.8233017143383983,0,1956,1955,1.0501684526021728,1954,HIRD POINT CREEK,0.40847607215249193,-0.45550425378247883,-2.2351600776544767e-4,0.452387986393942,1,1.1202542457179565
1954,LARD CREEK,PKE,7,3500,9189.24048005254,NA,NA,0,1956,1955,1.0501684526021728,1954,LARD CREEK,0.40847607215249193,-0.45550425378247883,-6.832751979132506e-4,0.28459739147168733,1,-1.1037255302525038
1954,KAINET CREEK,PKE,7,90000,236294.755201351,73257.5991389595,-0.20582768530257808,0,1956,1955,1.0501684526021728,1954,KAINET CREEK,0.40847607215249193,-0.45550425378247883,-9.04701244756805e-6,0.6625224610269537,1,0.8514316117180152
1954,KORICH CREEK,PKE,7,400,1050.198912006,418.614852222626,0.04548674297832863,0,1956,1955,1.0501684526021728,1954,KORICH CREEK,0.40847607215249193,-0.45550425378247883,-4.55276947427608e-5,-1.0926556156212919,1,-0.10772642254621034
1954,POISON COVE CREEK,PKE,7,200,525.099456003002,1569.80569583485,2.060389763520595,0,1956,1955,1.0501684526021728,1954,POISON COVE CREEK,0.40847607215249193,-0.45550425378247883,-1.863082409149665e-4,0.8983075714482434,1,1.864186194237436
1954,MUSSEL RIVER,PKE,7,15000,39382.4592002252,7325.75991389595,-0.7166533090685687,0,1956,1955,1.0501684526021728,1954,MUSSEL RIVER,0.40847607215249193,-0.45550425378247883,-1.6508708656809326e-5,0.199378292183511,1,0.954887933303557
1954,BOLIN BAY CREEK,PKE,7,1500,3938.24592002252,7325.75991389595,1.585931783925477,0,1956,1955,1.0501684526021728,1954,BOLIN BAY CREEK,0.40847607215249193,-0.45550425378247883,-1.722559628658174e-4,-1.9387121163437346,1,-1.1939557896702748
1954,CARTER RIVER,PKE,7,3500,9189.24048005254,3139.61139166969,-0.10866393684893118,0,1956,1955,1.0501684526021728,1954,CARTER RIVER,0.40847607215249193,-0.45550425378247883,-4.62684739296755e-5,-9.598399973421717e-4,1,0.8402407722209795
1954,GREEN RIVER,PKE,6,750,1969.12296001126,15698.0569583485,3.041219016532321,0,1956,1955,1.0501684526021728,1954,GREEN RIVER,0.40847607215249193,0.49703178683217436,-2.5343716401121332e-5,-0.8824585440766926,1,1.0542099802093057
1954,TAYLOR CREEK,PKE,6,75,196.912296001126,837.229704445251,2.412610357109944,0,1956,1955,1.0501684526021728,1954,TAYLOR CREEK,0.40847607215249193,0.49703178683217436,-0.00300084184638529,0.08083843571542043,1,1.8114516088233625
1954,MARSHALL CREEK,PKE,6,200,525.099456003002,1569.80569583485,2.060389763520595,0,1956,1955,1.0501684526021728,1954,MARSHALL CREEK,0.40847607215249193,0.49703178683217436,-5.452277452159051e-4,-0.3458445420267387,1,1.5007862205169196
1954,KHUTZE RIVER,PKE,6,3500,9189.24048005254,7325.75991389595,0.7386339235382733,0,1956,1955,1.0501684526021728,1954,KHUTZE RIVER,0.40847607215249193,0.49703178683217436,-1.6350339069510415e-5,0.615959510513704,1,2.5144096353572567
1954,DOME CREEK,PKE,6,7500,19691.2296001126,15698.0569583485,0.7386339235382756,0,1956,1955,1.0501684526021728,1954,DOME CREEK,0.40847607215249193,0.49703178683217436,-1.1224253832870148e-4,0.8448790411310169,1,1.9587363152525947
1954,AALTANHASH RIVER,PKE,6,200,525.099456003002,1569.80569583485,2.060389763520595,0,1956,1955,1.0501684526021728,1954,AALTANHASH RIVER,0.40847607215249193,0.49703178683217436,-1.1057148137233369e-4,-0.7261828431441141,1,1.2073791721682583
1954,SCOW BAY CREEK,PKE,6,7500,19691.2296001126,15698.0569583485,0.7386339235382756,0,1956,1955,1.0501684526021728,1954,SCOW BAY CREEK,0.40847607215249193,0.49703178683217436,-3.960555551066484e-5,-0.23716950321000907,1,1.4214651420468436
1954,KLEKANE RIVER,PKE,6,3500,9189.24048005254,3139.61139166969,-0.10866393684893118,0,1956,1955,1.0501684526021728,1954,KLEKANE RIVER,0.40847607215249193,0.49703178683217436,-1.9823921180126463e-4,0.9954231554397982,1,2.257262225722211
1954,ANGLER COVE CREEK,PKE,6,1500,3938.24592002252,3139.61139166969,0.7386339235382725,0,1956,1955,1.0501684526021728,1954,ANGLER COVE CREEK,0.40847607215249193,0.49703178683217436,-8.046050720606444e-4,0.5988362109717206,1,1.3476049144675932
