brood_year,river,species,area,spawners,returns,recruits,survival,lice,return_year,lice_year,r,year,popn,year_re,area_re,b_i_vals,epsilon,c,survival_temp
1954,TANKEEAH RIVER,PKE,7,3500,8284.657734,6956.79141,0.6869553952454588,0,1956,1955,0.9801532650096116,1954,TANKEEAH RIVER,-0.28575637520088015,-0.2585107157886565,-2.4533924092174465e-4,-1.4154730628966974,1,-1.8382742321027288
1954,TOM BAY CREEK,PKE,7,400,946.8180268,2981.482033,2.008711235275693,0,1956,1955,0.9801532650096116,1954,TOM BAY CREEK,-0.28575637520088015,-0.2585107157886565,-7.287424069995235e-4,1.9948073698128646,1,2.13919658103313
1954,NAMELESS CREEK,PKE,7,6500,15385.79293,14907.41016,0.8300562385986432,0,1956,1955,0.9801532650096116,1954,NAMELESS CREEK,-0.28575637520088015,-0.2585107157886565,-3.685823414301115e-5,-2.0261545798273968,1,-1.8298469277368943
1954,SALMON BAY CREEK,PKE,7,30000,71011.35201,69567.9141,0.841106075072717,0,1956,1955,0.9801532650096116,1954,SALMON BAY CREEK,-0.28575637520088015,-0.2585107157886565,-4.6434887522954255e-5,-2.079551879390161,1,-3.0367123310587134
1954,HIRD POINT CREEK,PKE,7,1500,3550.5676,2981.482033,0.6869553952933736,0,1956,1955,0.9801532650096116,1954,HIRD POINT CREEK,-0.28575637520088015,-0.2585107157886565,-2.1987366943393812e-4,-2.5500938902761408,1,-2.444018220406973
1954,LARD CREEK,PKE,7,3500,9189.24048,NA,NA,0,1956,1955,0.9801532650096116,1954,LARD CREEK,-0.28575637520088015,-0.2585107157886565,-6.526541466615294e-4,0.7465405612203978,1,-1.1018627780748802
1954,KAINET CREEK,PKE,7,90000,236294.7552,73257.59914,-0.20582768528837467,0,1956,1955,0.9801532650096116,1954,KAINET CREEK,-0.28575637520088015,-0.2585107157886565,-7.959060841648129e-6,-1.4274008350479999,1,-1.7078301367762565
1954,KORICH CREEK,PKE,7,400,1050.198912,418.6148522,0.04548674292427897,0,1956,1955,0.9801532650096116,1954,KORICH CREEK,-0.28575637520088015,-0.2585107157886565,-4.2992328117003265e-5,0.39665295947512264,1,0.8153422022483963
1954,POISON COVE CREEK,PKE,7,200,525.099456,1569.805696,2.060389763625799,0,1956,1955,0.9801532650096116,1954,POISON COVE CREEK,-0.28575637520088015,-0.2585107157886565,-1.6492328729889174e-4,0.34319028514975136,1,0.7460918017100481
1954,MUSSEL RIVER,PKE,7,15000,39382.4592,7325.759914,-0.7166533090543654,0,1956,1955,0.9801532650096116,1954,MUSSEL RIVER,-0.28575637520088015,-0.2585107157886565,-1.5058069603080609e-5,1.0459118606379427,1,1.2559269906118087
1954,BOLIN BAY CREEK,PKE,7,1500,3938.24592,7325.759914,1.5859317839396805,0,1956,1955,0.9801532650096116,1954,BOLIN BAY CREEK,-0.28575637520088015,-0.2585107157886565,-1.5732960939243264e-4,-1.4263435870785137,1,-1.2264518271470877
1954,CARTER RIVER,PKE,7,3500,9189.24048,3139.611392,-0.10866393674372402,0,1956,1955,0.9801532650096116,1954,CARTER RIVER,-0.28575637520088015,-0.2585107157886565,-4.0895543076046495e-5,1.357787663552103,1,1.6505394368060151
1954,GREEN RIVER,PKE,6,750,1969.12296,15698.05696,3.0412190166375255,0,1956,1955,0.9801532650096116,1954,GREEN RIVER,-0.28575637520088015,-0.8249976831231601,-2.3579524493796355e-5,-0.11152651775993332,1,-0.2598119544447092
1954,TAYLOR CREEK,PKE,6,75,196.912296,837.2297044,2.412610357055896,0,1956,1955,0.9801532650096116,1954,TAYLOR CREEK,-0.28575637520088015,-0.8249976831231601,-0.00277579910626727,-0.5858132428557602,1,-0.9245989691402341
1954,MARSHALL CREEK,PKE,6,200,525.099456,1569.805696,2.060389763625799,0,1956,1955,0.9801532650096116,1954,MARSHALL CREEK,-0.28575637520088015,-0.8249976831231601,-5.119959079971986e-4,2.244915920787754,1,2.0119159458738856
1954,KHUTZE RIVER,PKE,6,3500,9189.24048,7325.759914,0.7386339235524767,0,1956,1955,0.9801532650096116,1954,KHUTZE RIVER,-0.28575637520088015,-0.8249976831231601,-1.5653524786918234e-5,2.439828801135807,1,2.2544406710671643
1954,HEAD CREEK,PKE,6,7500,19691.2296,15698.05696,0.7386339236434797,0,1956,1955,0.9801532650096116,1954,HEAD CREEK,-0.28575637520088015,-0.8249976831231601,-4.9279963204844776e-5,-0.5154094460780986,1,-1.015609963428863
1954,AALTANHASH RIVER,PKE,6,200,525.099456,1569.805696,2.060389763625799,0,1956,1955,0.9801532650096116,1954,AALTANHASH RIVER,-0.28575637520088015,-0.8249976831231601,-1.0331438160081954e-4,0.28915333453834474,1,0.13788966490375215
1954,SCOW BAY CREEK,PKE,6,7500,19691.2296,15698.05696,0.7386339236434797,0,1956,1955,0.9801532650096116,1954,SCOW BAY CREEK,-0.28575637520088015,-0.8249976831231601,-3.7247318078031265e-5,1.7684169118562787,1,1.3584612329566155
1954,KLEKANE RIVER,PKE,6,3500,9189.24048,3139.611392,-0.10866393674372402,0,1956,1955,0.9801532650096116,1954,KLEKANE RIVER,-0.28575637520088015,-0.8249976831231601,-1.881305981272369e-4,1.9516945880861638,1,1.162636701326406
1954,ANGLER COVE CREEK,PKE,6,1500,3938.24592,3139.611392,0.7386339236434797,0,1956,1955,0.9801532650096116,1954,ANGLER COVE CREEK,-0.28575637520088015,-0.8249976831231601,-7.862659321860899e-4,1.0151718930066715,1,-0.2948277985868919
1954,GOAT RIVER,PKE,6,750,1969.12296,837.2297044,0.1100252640618501,0,1956,1955,0.9801532650096116,1954,GOAT RIVER,-0.28575637520088015,-0.8249976831231601,-0.00136616922600017,-0.5501778547256228,1,-1.7054055675401787
1954,PARIL RIVER,PKE,6,750,1969.12296,1569.805696,0.7386339236434797,0,1956,1955,0.9801532650096116,1954,PARIL RIVER,-0.28575637520088015,-0.8249976831231601,-0.00103863547804717,1.5104627152254202,1,0.600885313375614
1954,KILTUISH RIVER,PKE,6,1500,3938.24592,3139.611392,0.7386339236434797,0,1956,1955,0.9801532650096116,1954,KILTUISH RIVER,-0.28575637520088015,-0.8249976831231601,-5.146114476566742e-5,-2.1762344789504766,1,-2.3840269894134063
1954,KOWESAS RIVER,PKE,6,3500,9189.24048,1569.805696,-0.8018111173036693,0,1956,1955,0.9801532650096116,1954,KOWESAS RIVER,-0.28575637520088015,-0.8249976831231601,-8.260828187282178e-4,-1.3727068446650346,1,-4.394597503528225
1954,TSAYTIS RIVER,PKE,6,1500,3938.24592,837.2297044,-0.5831219164980952,0,1956,1955,0.9801532650096116,1954,TSAYTIS RIVER,-0.28575637520088015,-0.8249976831231601,-1.203167938644398e-4,2.1633652210032386,1,1.8522892368921502
1954,KEMANO RIVER,PKE,6,3500,9189.24048,7325.759914,0.7386339235524767,0,1956,1955,0.9801532650096116,1954,KEMANO RIVER,-0.28575637520088015,-0.8249976831231601,-3.3542470182925433e-6,-2.515056227547823,1,-2.6573968854262757
1954,BRIM RIVER,PKE,6,1500,3938.24592,1569.805696,0.04548674308353436,0,1956,1955,0.9801532650096116,1954,BRIM RIVER,-0.28575637520088015,-0.8249976831231601,-2.1892013579581032e-5,-1.2293812255274592,1,-1.3928200392112595
