brood_year,river,species,area,spawners,returns,recruits,survival,lice,return_year,lice_year,r,year,popn,year_re,area_re,b_i_vals,epsilon,c,survival_temp
1954,TANKEEAH RIVER,PKE,7,3500,8284.657734,6956.79141,0.6869553952454588,0,1956,1955,0.9801532650096116,1954,TANKEEAH RIVER,-0.14972876336152727,-0.3751181513733443,-2.4533924092174465e-4,-3.0233885240873146,1,-3.426769517038681
1954,TOM BAY CREEK,PKE,7,400,946.8180268,2981.482033,2.008711235275693,0,1956,1955,0.9801532650096116,1954,TOM BAY CREEK,-0.14972876336152727,-0.3751181513733443,-7.287424069995235e-4,-0.2272170005728486,1,-0.06340761309791798
1954,NAMELESS CREEK,PKE,7,6500,15385.79293,14907.41016,0.8300562385986432,0,1956,1955,0.9801532650096116,1954,NAMELESS CREEK,-0.14972876336152727,-0.3751181513733443,-3.685823414301115e-5,-1.4445923075522844,1,-1.2288644792071168
1954,SALMON BAY CREEK,PKE,7,30000,71011.35201,69567.9141,0.841106075072717,0,1956,1955,0.9801532650096116,1954,SALMON BAY CREEK,-0.14972876336152727,-0.3751181513733443,-4.6434887522954255e-5,2.2748400705141645,1,1.337099795100277
1954,HIRD POINT CREEK,PKE,7,1500,3550.5676,2981.482033,0.6869553952933736,0,1956,1955,0.9801532650096116,1954,HIRD POINT CREEK,-0.14972876336152727,-0.3751181513733443,-2.1987366943393812e-4,-0.293296685357234,1,-0.16780083923340117
1954,LARD CREEK,PKE,7,3500,9189.24048,NA,NA,0,1956,1955,0.9801532650096116,1954,LARD CREEK,-0.14972876336152727,-0.3751181513733443,-6.526541466615294e-4,0.9584985512603302,1,-0.8704846117802824
1954,KAINET CREEK,PKE,7,90000,236294.7552,73257.59914,-0.20582768528837467,0,1956,1955,0.9801532650096116,1954,KAINET CREEK,-0.14972876336152727,-0.3751181513733443,-7.959060841648129e-6,0.8853584508732821,1,0.6243493253996907
1954,KORICH CREEK,PKE,7,400,1050.198912,418.6148522,0.04548674292427897,0,1956,1955,0.9801532650096116,1954,KORICH CREEK,-0.14972876336152727,-0.3751181513733443,-4.2992328117003265e-5,0.46695170316433726,1,0.905061122192276
1954,POISON COVE CREEK,PKE,7,200,525.099456,1569.805696,2.060389763625799,0,1956,1955,0.9801532650096116,1954,POISON COVE CREEK,-0.14972876336152727,-0.3751181513733443,-1.6492328729889174e-4,0.7046002740534837,1,1.1269219668684454
1954,MUSSEL RIVER,PKE,7,15000,39382.4592,7325.759914,-0.7166533090543654,0,1956,1955,0.9801532650096116,1954,MUSSEL RIVER,-0.14972876336152727,-0.3751181513733443,-1.5058069603080609e-5,0.4150763220031325,1,0.6445116282316634
1954,BOLIN BAY CREEK,PKE,7,1500,3938.24592,7325.759914,1.5859317839396805,0,1956,1955,0.9801532650096116,1954,BOLIN BAY CREEK,-0.14972876336152727,-0.3751181513733443,-1.5732960939243264e-4,1.1272329954127378,1,1.346544931598829
1954,CARTER RIVER,PKE,7,3500,9189.24048,3139.611392,-0.10866393674372402,0,1956,1955,0.9801532650096116,1954,CARTER RIVER,-0.14972876336152727,-0.3751181513733443,-4.0895543076046495e-5,1.9766045156065024,1,2.2887764651150797
1954,GREEN RIVER,PKE,6,750,1969.12296,15698.05696,3.0412190166375255,0,1956,1955,0.9801532650096116,1954,GREEN RIVER,-0.14972876336152727,-0.7940156440565369,-2.3579524493796355e-5,-1.2975808964631712,1,-1.2788566822419711
1954,TAYLOR CREEK,PKE,6,75,196.912296,837.2297044,2.412610357055896,0,1956,1955,0.9801532650096116,1954,TAYLOR CREEK,-0.14972876336152727,-0.7940156440565369,-0.00277579910626727,-0.2170553655055708,1,-0.3888314408840686
1954,MARSHALL CREEK,PKE,6,200,525.099456,1569.805696,2.060389763625799,0,1956,1955,0.9801532650096116,1954,MARSHALL CREEK,-0.14972876336152727,-0.7940156440565369,-5.119959079971986e-4,-0.3024983161153818,1,-0.3684886401232741
1954,KHUTZE RIVER,PKE,6,3500,9189.24048,7325.759914,0.7386339235524767,0,1956,1955,0.9801532650096116,1954,KHUTZE RIVER,-0.14972876336152727,-0.7940156440565369,-1.5653524786918234e-5,-0.7369485383325051,1,-0.7553270174951714
1954,HEAD CREEK,PKE,6,7500,19691.2296,15698.05696,0.7386339236434797,0,1956,1955,0.9801532650096116,1954,HEAD CREEK,-0.14972876336152727,-0.7940156440565369,-4.9279963204844776e-5,-0.9808938622507661,1,-1.3140847286955544
1954,AALTANHASH RIVER,PKE,6,200,525.099456,1569.805696,2.060389763625799,0,1956,1955,0.9801532650096116,1954,AALTANHASH RIVER,-0.14972876336152727,-0.7940156440565369,-1.0331438160081954e-4,-0.8287974119007356,1,-0.8130514306293521
1954,SCOW BAY CREEK,PKE,6,7500,19691.2296,15698.05696,0.7386339236434797,0,1956,1955,0.9801532650096116,1954,SCOW BAY CREEK,-0.14972876336152727,-0.7940156440565369,-3.7247318078031265e-5,-1.368190107471006,1,-1.611136135464693
1954,KLEKANE RIVER,PKE,6,3500,9189.24048,3139.611392,-0.10866393674372402,0,1956,1955,0.9801532650096116,1954,KLEKANE RIVER,-0.14972876336152727,-0.7940156440565369,-1.881305981272369e-4,-3.6834996739748864,1,-4.305547909828668
1954,ANGLER COVE CREEK,PKE,6,1500,3938.24592,3139.611392,0.7386339236434797,0,1956,1955,0.9801532650096116,1954,ANGLER COVE CREEK,-0.14972876336152727,-0.7940156440565369,-7.862659321860899e-4,0.5413250850795193,1,-0.601664955608068
1954,GOAT RIVER,PKE,6,750,1969.12296,837.2297044,0.1100252640618501,0,1956,1955,0.9801532650096116,1954,GOAT RIVER,-0.14972876336152727,-0.7940156440565369,-0.00136616922600017,0.5541374256035827,1,-0.43408063630499727
1954,PARIL RIVER,PKE,6,750,1969.12296,1569.805696,0.7386339236434797,0,1956,1955,0.9801532650096116,1954,PARIL RIVER,-0.14972876336152727,-0.7940156440565369,-0.00103863547804717,-1.1780308757982563,1,-1.9205986267420863
1954,KILTUISH RIVER,PKE,6,1500,3938.24592,3139.611392,0.7386339236434797,0,1956,1955,0.9801532650096116,1954,KILTUISH RIVER,-0.14972876336152727,-0.7940156440565369,-5.146114476566742e-5,0.9771001895434817,1,0.936317329986528
1954,KOWESAS RIVER,PKE,6,3500,9189.24048,1569.805696,-0.8018111173036693,0,1956,1955,0.9801532650096116,1954,KOWESAS RIVER,-0.14972876336152727,-0.7940156440565369,-8.260828187282178e-4,-1.0927868688695395,1,-3.9476678768267544
1954,TSAYTIS RIVER,PKE,6,1500,3938.24592,837.2297044,-0.5831219164980952,0,1956,1955,0.9801532650096116,1954,TSAYTIS RIVER,-0.14972876336152727,-0.7940156440565369,-1.203167938644398e-4,0.8100536791500376,1,0.6659873459449253
1954,KEMANO RIVER,PKE,6,3500,9189.24048,7325.759914,0.7386339235524767,0,1956,1955,0.9801532650096116,1954,KEMANO RIVER,-0.14972876336152727,-0.7940156440565369,-3.3542470182925433e-6,0.3829926185783685,1,0.4076616116058921
1954,BRIM RIVER,PKE,6,1500,3938.24592,1569.805696,0.04548674308353436,0,1956,1955,0.9801532650096116,1954,BRIM RIVER,-0.14972876336152727,-0.7940156440565369,-2.1892013579581032e-5,0.26237895032771585,1,0.26594978754989174
1954,HOTSPRING CREEK,PKE,6,750,1969.12296,1569.805696,0.7386339236434797,0,1956,1955,0.9801532650096116,1954,HOTSPRING CREEK,-0.14972876336152727,-0.7940156440565369,-8.626455352951942e-4,-0.5500862148565914,1,-1.1606615087364396
