brood_year,river,species,area,spawners,returns,recruits,survival,lice,return_year,lice_year,r,year,popn,year_re,area_re,b_i_vals,epsilon,c,survival_temp
1954,TANKEEAH RIVER,PKE,7,3500,8284.657734,6956.79141,0.6869553952454588,0,1956,1955,0.9801532650096116,1954,TANKEEAH RIVER,0.3730602142958005,-0.5832079165238686,-2.4533924092174465e-4,1.2372299455472267,1,1.1485481651026639
1954,TOM BAY CREEK,PKE,7,400,946.8180268,2981.482033,2.008711235275693,0,1956,1955,0.9801532650096116,1954,TOM BAY CREEK,0.3730602142958005,-0.5832079165238686,-7.287424069995235e-4,-0.21323228616074208,1,0.26527631382099215
1954,NAMELESS CREEK,PKE,7,6500,15385.79293,14907.41016,0.8300562385986432,0,1956,1955,0.9801532650096116,1954,NAMELESS CREEK,0.3730602142958005,-0.5832079165238686,-3.685823414301115e-5,1.7287258898763085,1,2.2591529307282796
1954,SALMON BAY CREEK,PKE,7,30000,71011.35201,69567.9141,0.841106075072717,0,1956,1955,0.9801532650096116,1954,SALMON BAY CREEK,0.3730602142958005,-0.5832079165238686,-4.6434887522954255e-5,0.04469669368136537,1,-0.5783443692257186
1954,HIRD POINT CREEK,PKE,7,1500,3550.5676,2981.482033,0.6869553952933736,0,1956,1955,0.9801532650096116,1954,HIRD POINT CREEK,0.3730602142958005,-0.5832079165238686,-2.1987366943393812e-4,1.3897934336440867,1,1.8299884922747232
1954,LARD CREEK,PKE,7,3500,9189.24048,NA,NA,0,1956,1955,0.9801532650096116,1954,LARD CREEK,0.3730602142958005,-0.5832079165238686,-6.526541466615294e-4,1.951132118360883,1,0.4368481678270737
1954,KAINET CREEK,PKE,7,90000,236294.7552,73257.59914,-0.20582768528837467,0,1956,1955,0.9801532650096116,1954,KAINET CREEK,0.3730602142958005,-0.5832079165238686,-7.959060841648129e-6,1.2089948638500745,1,1.2626849508832865
1954,KORICH CREEK,PKE,7,400,1050.198912,418.6148522,0.04548674292427897,0,1956,1955,0.9801532650096116,1954,KORICH CREEK,0.3730602142958005,-0.5832079165238686,-4.2992328117003265e-5,1.1347383587407407,1,1.887546990275483
1954,POISON COVE CREEK,PKE,7,200,525.099456,1569.805696,2.060389763625799,0,1956,1955,0.9801532650096116,1954,POISON COVE CREEK,0.3730602142958005,-0.5832079165238686,-1.6492328729889174e-4,0.45289305431591714,1,1.1899139596376824
1954,MUSSEL RIVER,PKE,7,15000,39382.4592,7325.759914,-0.7166533090543654,0,1956,1955,0.9801532650096116,1954,MUSSEL RIVER,0.3730602142958005,-0.5832079165238686,-1.5058069603080609e-5,0.8453594482450018,1,1.3894939669803361
