brood_year,river,species,area,spawners,returns,recruits,survival,lice,return_year,lice_year,r,year,popn,year_re,area_re,b_i_vals,epsilon,c,survival_temp
1954,TANKEEAH RIVER,PKE,7,3500,9432.95011623119,7973.03069063488,0.8233017143383994,0,1956,1955,1.0501684526021728,1954,TANKEEAH RIVER,0.1828413961798172,0.3946406334331263,-2.463371013811294e-4,1.1843094616500232,1,1.9497800890311865
1954,TOM BAY CREEK,PKE,7,400,1078.05144185499,3417.01315312923,2.1450575543207178,0,1956,1955,1.0501684526021728,1954,TOM BAY CREEK,0.1828413961798172,0.3946406334331263,-7.27102836939185e-4,-3.147034986916299,1,-1.8102256394768568
1954,NAMELESS CREEK,PKE,7,6500,17518.3359301436,17085.0657656462,0.9664025579790744,0,1956,1955,1.0501684526021728,1954,NAMELESS CREEK,0.1828413961798172,0.3946406334331263,-3.614154315537771e-5,-0.09659891173238468,1,1.2961315399727764
1954,SALMON BAY CREEK,PKE,7,30000,80853.8581391245,79730.3069063488,0.9774523941656575,0,1956,1955,1.0501684526021728,1954,SALMON BAY CREEK,0.1828413961798172,0.3946406334331263,-4.631029146290937e-5,-0.43434115070076046,1,-0.19599941237292523
1954,HIRD POINT CREEK,PKE,7,1500,4042.69290695623,3417.01315312923,0.8233017143383983,0,1956,1955,1.0501684526021728,1954,HIRD POINT CREEK,0.1828413961798172,0.3946406334331263,-2.2351600776544767e-4,0.7295388096485432,1,2.021915280215488
1954,LARD CREEK,PKE,7,3500,9189.24048005254,NA,NA,0,1956,1955,1.0501684526021728,1954,LARD CREEK,0.1828413961798172,0.3946406334331263,-6.832751979132506e-4,1.1414216061987883,1,0.37760889571752765
1954,KAINET CREEK,PKE,7,90000,236294.755201351,73257.5991389595,-0.20582768530257808,0,1956,1955,1.0501684526021728,1954,KAINET CREEK,0.1828413961798172,0.3946406334331263,-9.04701244756805e-6,1.4019041816335631,1,2.215323543567555
1954,KORICH CREEK,PKE,7,400,1050.198912006,418.614852222626,0.04548674297832863,0,1956,1955,1.0501684526021728,1954,KORICH CREEK,0.1828413961798172,0.3946406334331263,-4.55276947427608e-5,0.2629727130730656,1,1.8724121173910775
1954,POISON COVE CREEK,PKE,7,200,525.099456003002,1569.80569583485,2.060389763520595,0,1956,1955,1.0501684526021728,1954,POISON COVE CREEK,0.1828413961798172,0.3946406334331263,-1.863082409149665e-4,-1.5356480093504525,1,0.05474082468167052
1954,MUSSEL RIVER,PKE,7,15000,39382.4592002252,7325.75991389595,-0.7166533090685687,0,1956,1955,1.0501684526021728,1954,MUSSEL RIVER,0.1828413961798172,0.3946406334331263,-1.6508708656809326e-5,0.9230367039524353,1,2.3030565563154117
1954,BOLIN BAY CREEK,PKE,7,1500,3938.24592002252,7325.75991389595,1.585931783925477,0,1956,1955,1.0501684526021728,1954,BOLIN BAY CREEK,0.1828413961798172,0.3946406334331263,-1.722559628658174e-4,-0.01539700546524136,1,1.353869532451149
1954,CARTER RIVER,PKE,7,3500,9189.24048005254,3139.61139166969,-0.10866393684893118,0,1956,1955,1.0501684526021728,1954,CARTER RIVER,0.1828413961798172,0.3946406334331263,-4.62684739296755e-5,-0.5587749224975185,1,0.9069359009637337
