brood_year,river,species,area,spawners,returns,recruits,survival,lice,return_year,lice_year,r,year,popn,year_re,area_re,b_i_vals,epsilon,c,survival_temp
1954,TANKEEAH RIVER,PKE,7,3500,8284.657734,6956.79141,0.6869553952454588,0,1956,1955,0.9801532650096116,1954,TANKEEAH RIVER,0.7540343559886636,-0.9708758097588878,-2.4533924092174465e-4,2.0632890507638613,1,1.9679135187771424
1954,TOM BAY CREEK,PKE,7,400,946.8180268,2981.482033,2.008711235275693,0,1956,1955,0.9801532650096116,1954,TOM BAY CREEK,0.7540343559886636,-0.9708758097588878,-7.287424069995235e-4,-1.4653257558249986,1,-0.9935109073854206
1954,NAMELESS CREEK,PKE,7,6500,15385.79293,14907.41016,0.8300562385986432,0,1956,1955,0.9801532650096116,1954,NAMELESS CREEK,0.7540343559886636,-0.9708758097588878,-3.685823414301115e-5,0.5202197036077981,1,1.043952992917613
1954,SALMON BAY CREEK,PKE,7,30000,71011.35201,69567.9141,0.841106075072717,0,1956,1955,0.9801532650096116,1954,SALMON BAY CREEK,0.7540343559886636,-0.9708758097588878,-4.6434887522954255e-5,0.4340625456708665,1,-0.19567226877837357
1954,HIRD POINT CREEK,PKE,7,1500,3550.5676,2981.482033,0.6869553952933736,0,1956,1955,0.9801532650096116,1954,HIRD POINT CREEK,0.7540343559886636,-0.9708758097588878,-2.1987366943393812e-4,-0.2806862288010682,1,0.15281507828741203
1954,LARD CREEK,PKE,7,3500,9189.24048,NA,NA,0,1956,1955,0.9801532650096116,1954,LARD CREEK,0.7540343559886636,-0.9708758097588878,-6.526541466615294e-4,-0.8560889745709787,1,-2.377066676646944
1954,KAINET CREEK,PKE,7,90000,236294.7552,73257.59914,-0.20582768528837467,0,1956,1955,0.9801532650096116,1954,KAINET CREEK,0.7540343559886636,-0.9708758097588878,-7.959060841648129e-6,1.4402493109399825,1,1.4872456464310386
1954,KORICH CREEK,PKE,7,400,1050.198912,418.6148522,0.04548674292427897,0,1956,1955,0.9801532650096116,1954,KORICH CREEK,0.7540343559886636,-0.9708758097588878,-4.2992328117003265e-5,0.9600335395923683,1,1.7061484195849546
1954,POISON COVE CREEK,PKE,7,200,525.099456,1569.805696,2.060389763625799,0,1956,1955,0.9801532650096116,1954,POISON COVE CREEK,0.7540343559886636,-0.9708758097588878,-1.6492328729889174e-4,1.5001483595858691,1,2.2304755133654783
1954,MUSSEL RIVER,PKE,7,15000,39382.4592,7325.759914,-0.7166533090543654,0,1956,1955,0.9801532650096116,1954,MUSSEL RIVER,0.7540343559886636,-0.9708758097588878,-1.5058069603080609e-5,-1.7037930624444892,1,-1.1663522952513108
