gfe_id,brood_year,river,species,indicator,long,lat,area,con_unit,spawners,returns,total_er,recruits,recruits_age2,recruits_age3,recruits_age4,recruits_age5,recruits_age6,recruits_age7,returns_proportion_age_2,returns_proportion_age_3,returns_proportion_age_4,returns_proportion_age_5,returns_proportion_age_6,returns_proportion_age_7
1001,1954,TANKEEAH RIVER,CM,N,52.30587326,-128.2577735,7,CM-18,4000,10187.892447805,0.607377088,1457.87161860955,NA,224.0771941261,1128.22142780202,105.572996681425,NA,NA,NA,0.29092,0.64515,0.06267,NA,NA
1006,1954,"NAMELESS CREEK",CM,N,52.42927816,-128.2200955,7,CM-18,3500,8914.40589182936,0.607377088,11120.3215036585,NA,2987.69592168133,8058.72448430015,73.9010976769974,NA,NA,NA,0.29092,0.64515,0.06267,NA,NA
1007,1954,SALMON BAY CREEK,CM,Y,52.48238408,-128.1957567,7,CM-18,14000,35657.6235673174,0.607377088,10336.4469743997,NA,2240.771941261,8058.72448430015,36.9505488384987,NA,NA,NA,0.29092,0.64515,0.06267,NA,NA
1008,1954,HIRD POINT CREEK,CM,Y,52.56928222,-128.2320154,7,CM-18,400,1018.7892447805,0.607377088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1009,1954,LARD CREEK,CM,Y,52.73538354,-127.8255864,7,CM-19,3500,6798.9716504872,0.485216268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1010,1954,KAINET CREEK,CM,Y,52.7564471,-127.8771912,7,CM-19,85000,165117.882940403,0.485216268,124303.32501553,NA,22196.4041411514,100153.754754011,1953.16612036741,NA,NA,NA,0.27588,0.65695,0.06577,NA,NA
1012,1954,BIG BAY CREEK,CM,Y,52.78871874,-127.9934564,7,CM-19,400,777.025331484251,0.485216268,3060.49773579787,NA,951.274463192202,1767.41920154137,341.804071064297,NA,NA,NA,0.27588,0.65695,0.06577,NA,NA
1013,1954,KORICH CREEK,CM,Y,52.83210156,-128.1232435,7,CM-19,200,388.512665742126,0.485216268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1014,1954,POISON COVE CREEK,CM,Y,52.90099197,-128.0214545,7,CM-19,400,777.025331484251,0.485216268,1139.82424860573,NA,253.673190184587,883.709600770686,2.44145765045926,NA,NA,NA,0.27588,0.65695,0.06577,NA,NA
1015,1954,MUSSEL RIVER,CM,Y,52.92057632,-128.0324959,7,CM-19,7500,14569.2249653297,0.485216268,93469.1364640939,NA,4756.37231596101,88370.9600770686,341.804071064297,NA,NA,NA,0.27588,0.65695,0.06577,NA,NA
1016,1954,BOLIN BAY CREEK,CM,N,52.83734122,-128.2251576,7,CM-19,3500,6798.9716504872,0.485216268,1012.98765351344,NA,126.836595092294,883.709600770686,2.44145765045926,NA,NA,NA,0.27588,0.65695,0.06577,NA,NA
1017,1954,CARTER RIVER,CM,Y,52.83917985,-128.3753946,7,CM-19,750,1456.92249653297,0.485216268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,1954,GREEN RIVER,CM,Y,52.99619893,-128.3782571,6,CM-19,1500,2913.84499306594,0.485216268,4606.93974147735,NA,475.637231596101,4123.97813692987,7.32437295137779,NA,NA,NA,0.27588,0.65695,0.06577,NA,NA
1019,1954,TAYLOR CREEK,CM,N,52.97894177,-128.5094946,6,CM-19,25,48.5640832177657,0.485216268,290.454549828321,NA,253.673190184587,29.4569866923562,7.32437295137779,NA,NA,NA,0.27588,0.65695,0.06577,NA,NA
1020,1954,MARSHALL CREEK,CM,N,53.08701791,-128.5104324,6,CM-20,750,1599.65661728396,0.531149378,1455.29642873251,NA,311.321397354832,1108.13791830667,35.8371130710084,NA,NA,NA,0.20151,0.69344,0.10405,NA,NA
1021,1954,KHUTZE RIVER,CM,Y,53.08524368,-128.4121689,6,CM-20,750,1599.65661728396,0.531149378,974.002513260406,NA,311.321397354832,591.006889763557,71.6742261420167,NA,NA,NA,0.20151,0.69344,0.10405,NA,NA
1022,1954,DOME CREEK,CM,N,53.14294234,-128.4750814,6,CM-20,400,853.150195884778,0.531149378,1766.61782608734,NA,622.642794709664,1108.13791830667,35.8371130710084,NA,NA,NA,0.20151,0.69344,0.10405,NA,NA
1023,1954,AALTANHASH RIVER,CM,Y,53.14655991,-128.477473,6,CM-20,75,159.965661728396,0.531149378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1025,1954,SCOW BAY CREEK,CM,Y,53.22416356,-128.6625501,6,CM-20,3500,7465.06421399181,0.531149378,14463.3715046476,NA,3113.21397354832,11081.3791830667,268.778348032563,NA,NA,NA,0.20151,0.69344,0.10405,NA,NA
1026,1954,KLEKANE RIVER,CM,N,53.24637057,-128.6861102,6,CM-20,200,426.575097942389,0.531149378,497.378636542031,NA,166.038078589244,295.503444881779,35.8371130710084,NA,NA,NA,0.20151,0.69344,0.10405,NA,NA
1027,1954,ANGLER COVE CREEK,CM,N,53.31704619,-128.8835921,6,CM-20,200,426.575097942389,0.531149378,626.618668632916,NA,31.1321397354832,591.006889763557,4.47963913387605,NA,NA,NA,0.20151,0.69344,0.10405,NA,NA
1028,1954,GOAT RIVER,CM,N,53.3607623,-128.8467036,6,CM-20,200,426.575097942389,0.531149378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1029,1954,PARIL RIVER,CM,N,53.48843102,-128.7659169,6,CM-20,200,426.575097942389,0.531149378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1030,1954,KILTUISH RIVER,CM,Y,53.32185974,-128.4666393,6,CM-20,3500,7465.06421399181,0.531149378,4725.12037197349,NA,3113.21397354832,1477.51722440889,134.389174016281,NA,NA,NA,0.20151,0.69344,0.10405,NA,NA
1031,1954,KOWESAS RIVER,CM,N,53.33685277,-128.123081,6,CM-20,750,1599.65661728396,0.531149378,1408.56517091219,NA,166.038078589244,1108.13791830667,134.389174016281,NA,NA,NA,0.20151,0.69344,0.10405,NA,NA
1033,1954,TSAYTIS RIVER,CM,N,53.24219345,-127.8752392,6,CM-20,1500,3199.31323456792,0.531149378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
